dataset,method,baseline_name,graph_seed,training_seed,budget_type,budget_value,requested_budget,official_hgb_exported,official_sehgnn_unmodified,training_executed,eligible_for_tp_main_comparison,success,test_micro_f1,test_macro_f1,failure_type,failure_message,source_gate,protocol,budget_alignment_pass,budget_alignment_error,success_count,validation_micro_f1,validation_macro_f1,best_epoch,compress_wall_time_seconds,export_wall_time_seconds,preprocess_wall_time_seconds,train_wall_time_seconds,peak_cpu_rss_mb,peak_gpu_memory_mb,actual_support_node_ratio,actual_support_edge_ratio,actual_structural_storage_ratio,raw_hgb_text_byte_ratio,artifact_manifest_path,export_dir,stdout_path,stderr_path,compress_time_seconds,export_time_seconds,preprocess_time_seconds,train_time_seconds,eval_time_seconds,schema_compatible,keeps_all_target_nodes,uses_feature_adapter,uses_weighted_superedges,uses_synthetic_nodes,eligible_for_official_main_table,eligible_for_adapter_table,eligible_for_standard_condensation_table,eligible_for_tp_workload_table,test_micro_f1_mean,test_macro_f1_mean,structural_storage_ratio,support_node_ratio,support_edge_ratio,budget_match_pass,budget_match_status,uses_patched_loader,uses_patched_model,eligible_for_decision,uses_test_labels_for_selection,uses_test_metrics_for_selection,selection_signal_source,validation_probe_seed,selection_config_hash,selection_input_hash,official_text_hgb_byte_ratio,static_inference_package_ratio,transform_recipe_package_ratio,reconstructable_package_ratio,preprocessed_cache_byte_ratio,budget_match_error,budget_family,failure_reason,budget_matched_within_tolerance,budget_infeasible,selected_node_hash,selected_edge_hash,export_hash,sehgnn_preprocess_time_seconds,eligible_for_planner_decision,official_preprocess_time_seconds,training_time_seconds,graph_seed_ignored_by_design,deterministic_proof_pass,method_family,protocol_family,target_preserving,uses_adapter_loader,diagnostic_only
DBLP,Random-HG-TP,Random-HG-TP,3,1,support_node_ratio,0.3,0.3,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,e1743d057cdb7a964c338bc08f2b1e8519cdfd38cf1b483eb243b398e7097743,81574d8c34854c64bdc815fe8907afbf3c30be9d0007c117debd79167f50ec7d,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,3,2,support_node_ratio,0.3,0.3,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,e1743d057cdb7a964c338bc08f2b1e8519cdfd38cf1b483eb243b398e7097743,81574d8c34854c64bdc815fe8907afbf3c30be9d0007c117debd79167f50ec7d,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,3,3,support_node_ratio,0.3,0.3,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,e1743d057cdb7a964c338bc08f2b1e8519cdfd38cf1b483eb243b398e7097743,81574d8c34854c64bdc815fe8907afbf3c30be9d0007c117debd79167f50ec7d,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,3,4,support_node_ratio,0.3,0.3,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,e1743d057cdb7a964c338bc08f2b1e8519cdfd38cf1b483eb243b398e7097743,81574d8c34854c64bdc815fe8907afbf3c30be9d0007c117debd79167f50ec7d,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,3,5,support_node_ratio,0.3,0.3,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,e1743d057cdb7a964c338bc08f2b1e8519cdfd38cf1b483eb243b398e7097743,81574d8c34854c64bdc815fe8907afbf3c30be9d0007c117debd79167f50ec7d,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,4,1,support_node_ratio,0.3,0.3,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,8ab4dbdba12fe12c52534ab6fd8679dd50427b137cdd9d794de1f8fdfe3d22a1,4130cfa8019dd6992b4475de9cf7ccd3f391f5ad4edfb3543f646d10afe2849b,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,4,2,support_node_ratio,0.3,0.3,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,8ab4dbdba12fe12c52534ab6fd8679dd50427b137cdd9d794de1f8fdfe3d22a1,4130cfa8019dd6992b4475de9cf7ccd3f391f5ad4edfb3543f646d10afe2849b,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,4,3,support_node_ratio,0.3,0.3,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,8ab4dbdba12fe12c52534ab6fd8679dd50427b137cdd9d794de1f8fdfe3d22a1,4130cfa8019dd6992b4475de9cf7ccd3f391f5ad4edfb3543f646d10afe2849b,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,4,4,support_node_ratio,0.3,0.3,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,8ab4dbdba12fe12c52534ab6fd8679dd50427b137cdd9d794de1f8fdfe3d22a1,4130cfa8019dd6992b4475de9cf7ccd3f391f5ad4edfb3543f646d10afe2849b,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,4,5,support_node_ratio,0.3,0.3,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,8ab4dbdba12fe12c52534ab6fd8679dd50427b137cdd9d794de1f8fdfe3d22a1,4130cfa8019dd6992b4475de9cf7ccd3f391f5ad4edfb3543f646d10afe2849b,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,5,1,support_node_ratio,0.3,0.3,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,1ff57bc836b9ee460af7092ea8e078852e124b3f0f55565cf69a95ba65c53795,0a36136f6a1e461ef4a982695b35c5a59e2ef426fb12f38bc2b65ff42d5d49f9,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,5,2,support_node_ratio,0.3,0.3,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,1ff57bc836b9ee460af7092ea8e078852e124b3f0f55565cf69a95ba65c53795,0a36136f6a1e461ef4a982695b35c5a59e2ef426fb12f38bc2b65ff42d5d49f9,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,5,3,support_node_ratio,0.3,0.3,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,1ff57bc836b9ee460af7092ea8e078852e124b3f0f55565cf69a95ba65c53795,0a36136f6a1e461ef4a982695b35c5a59e2ef426fb12f38bc2b65ff42d5d49f9,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,5,4,support_node_ratio,0.3,0.3,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,1ff57bc836b9ee460af7092ea8e078852e124b3f0f55565cf69a95ba65c53795,0a36136f6a1e461ef4a982695b35c5a59e2ef426fb12f38bc2b65ff42d5d49f9,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,5,5,support_node_ratio,0.3,0.3,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,1ff57bc836b9ee460af7092ea8e078852e124b3f0f55565cf69a95ba65c53795,0a36136f6a1e461ef4a982695b35c5a59e2ef426fb12f38bc2b65ff42d5d49f9,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,1,1,support_node_ratio,0.5,0.5,True,True,True,True,True,0.8478870000000001,0.842693,,,gate21_7,schema_preserving_tp,True,,1,0.831276,0.82515,30,3.8539147000000002,0.07500289999999987,,21.388051,,,0.48511621584885145,0.29079251646727833,0.31900231092911396,0.5504105782671678,outputs\gate21_7_icde_ready\external_tp\task_artifacts\Random-HG-TP\support_0p5\graph_seed_1\DBLP\gate21_7_external_tp_artifact_manifest.json,outputs\gate21_7_icde_ready\external_tp\task_artifacts\Random-HG-TP\support_0p5\graph_seed_1\DBLP,outputs\gate21_7_icde_ready\external_tp\task_raw\stdout\Random-HG-TP_g1_t1.log,outputs\gate21_7_icde_ready\external_tp\task_raw\stderr\Random-HG-TP_g1_t1.stderr,3.8539147000000002,0.07500289999999987,,21.388051,,True,True,False,False,False,False,False,False,True,0.8478870000000001,0.842693,0.31900231092911396,0.48511621584885145,0.29079251646727833,True,within_tolerance,False,False,False,False,False,not_applicable,,,,,,,,,0.01488378415114855,support_node_ratio,,False,False,b47ca2e20149a0101ddb2214f000dd3baf6e4ff60e5290d69f33eb51e3048172,5dfb75d6df11ad7dd5e306e78cb15a4355cfecf461926f094074e7f46267a7ca,,,False,,21.388051,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,1,2,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,b47ca2e20149a0101ddb2214f000dd3baf6e4ff60e5290d69f33eb51e3048172,5dfb75d6df11ad7dd5e306e78cb15a4355cfecf461926f094074e7f46267a7ca,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,1,3,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,b47ca2e20149a0101ddb2214f000dd3baf6e4ff60e5290d69f33eb51e3048172,5dfb75d6df11ad7dd5e306e78cb15a4355cfecf461926f094074e7f46267a7ca,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,1,4,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,b47ca2e20149a0101ddb2214f000dd3baf6e4ff60e5290d69f33eb51e3048172,5dfb75d6df11ad7dd5e306e78cb15a4355cfecf461926f094074e7f46267a7ca,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,1,5,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,b47ca2e20149a0101ddb2214f000dd3baf6e4ff60e5290d69f33eb51e3048172,5dfb75d6df11ad7dd5e306e78cb15a4355cfecf461926f094074e7f46267a7ca,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Random-HG-TP,Random-HG-TP,2,1,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,68cfc0e9329f85a2bebebae97972bd8e627e7893bb70ea0124b05d5d1d8b16ac,5cfe2d26e32c0ea25fc0953e30ed6c6df0f3e6a87ad6482a2b32c5d283704c1c,,,False,,,False,False,external_tp_baseline,schema_preserving_tp_workload,True,False,False
